_id,Title,Pass,Baidu,ChenTong,TianYi
6355,《老舍全集（合集共48册）》,百度网盘密码：0rj9?????天翼云盘密码：4718,http://pan.baidu.com/s/1pLyFJTL ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_0359A6F2F90ABF56392A09747915A9F8781C2FD7FF00CB40615C4AEB46452913ED0A378466B867D235F6FC4596A6A21B319EB09843254AB39AC67B032FABA500DA64BA0BBF6664ABEDFD483A22F4652E1FB08A32661CE5934A0071E75AB5644CA220DAA4DAFE6130094962E20E1D820C7FA4C42325E65582D4CB305BEAC3DD953DA31E27,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_195241670D419A5235D99B0B53E5BEA8EE44F028330982E69EC50769AF09AF91C7CAB4FB6101290F2384FDB0BE3FF356040B55F66A7C0EE1CDC2AC976A10852EAD45C53FB9F806DD3AA5FCB31EBF5A72F8F7A050D05DA29FE5AB15665A1394D6482A4626488DF71D2E3AB4FED9961744A00C3FF32C4132DE9B1F58E28FDB0D64C23F453A
6358,《一个人的好天气》,百度网盘密码：u8ht?????天翼云盘密码：8006,http://pan.baidu.com/s/1geCnax1 ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D73460C7E3ADED1362D51717C183953BE8F1C46A1F2FB196DBBD8AEBCCC4085E4E5DEEB84749F6E14120DAEEF5AE10BA36891EDF87987676F3B67AA501CDF21906CEC73300EDC81BDA331E1B68C834607A7C727F267D85DEA09125E84A4832966F36371CFB8DCE17F033811C18899D8B9A4E4416E817D9DF2EA48D8A535B46DC0F270E8C,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_C629C0C9EA4DED5AE572DA4DB28F0990ED15F687BE64B0E76C26FB708E2D347F9CFD12F0DF58D31E262E9B33FA2703E3351D9D30372D8B584A77E18589E695758FFCB4522902CF1905D60D4142C37F848C73DD42BFC0C937329C56889D9CD51119981E79BD25251A4FAC60CBB7D1F40FC47389FF598876A77B74C0981594547D3D15B3AA
6361,《中国的亚洲内陆边疆》,百度网盘密码：c7gg?????天翼云盘密码：9366,http://pan.baidu.com/s/1bUEe54 ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_185D2482A2D4566809A15BAFA711245E850C9EA72ADC364E2FC749799D71424E11742C630711A19C62782A00B678580F227C58B6CFE707BEB31CB55C53AACCD3607CF795ADAAE1850FB996914768C0C7EBC3CA2DB001FD473D284A32330926EBB08F354F35EBA87AF7762A00A52C1984A5F076C512B5ECE04A923424B9D054C9BB12D373,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4C69FD773F4A97C8DF17A42A32A6709EF7AEACA650227BDAAB39FE5FA00E5D6D4C8CCF14A9799FA86D552831E3FB33425AD36A93E9473F450F55FA9CF43813D9D9CB1E4448A4CE9A043626A499DB695F024EA4EFCEF43FD9D3FCFE82B9C24045DCE4EF63F5B366DAEBA4FA0F056472C38BB7E76598BCD551304FCA6DDABCADC53E5DC4B2
6364,《篡唐》,百度网盘密码：yj3e?????天翼云盘密码：1396,http://pan.baidu.com/s/1hr8NkTQ ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_966DD5945AB0C792662AC0B2740A6CD99F0A4CB391774E785F50EE7EB2DC6EC953A2F55F93515DDD902888A6B1AB6FAA044D0B4E1479CF1BF601CDB90FBB1A473BF8B4BD52FF583E47463147B22379AFE5180A14BFADEC6A43C42A0740A89CD61A9969DB1BB91F4A02AFA3B27EB5CE119C085C86CEFBB9DA0CCDBE1EC76F2C10CCCF261B,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_8DF4182FFF7B63BC00898206ECD325C53C31172684822649B95CD18FCCE5F90DE47657D6D3ED73F5BD5E675D0C70A0E6562CB5902B304E3BAB540F56F52C97D7E75BF8284907DCA61F34BD13CF0E1F84897B6C448B1C3E810F774F597BEF83772FF11B2DA0EE095B140E597A2E88F63F0639653785DD7E1B152D024653C966354C5A9AD5
6367,《动物生活史》,百度网盘密码：0wt0?????天翼云盘密码：7476,http://pan.baidu.com/s/1boDbdRD ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D346A9868CD0113D79DF21DE69555AE68187CEBB44E7C304BCE567D77EB0EEF28A4B2F57F3F7395D0E85087471789CF20FC244B757C855B7F4A457B2DA846D72038821C4705A5B6A797E8E5CAA308D3DAA2E4BA6D5012D53596329E5AC960D26828BE6F2B825138453FF12F5A00C7CC49994BFE0F16DF6735AD52A224A87B179CB49A842,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_208DC6127CC9530BF88903B2DB83360B7F9381C93910CF88DC3C714E235290573493C0A975D9CCB8670F8C8E463CD36BD6D4B2F15F242AE4D577E81DDFCFAB9AE991736754DD4E7A79459D6147E52BB9D54359B35D0509A3A859CB9EE447AD18A541845B4FF85A323B154B3F6A132C7BC7219D7C8F8165374749AA456F4E1DEAD1972451
6370,《千面英雄》,百度网盘密码：b8mp?????天翼云盘密码：8811,http://pan.baidu.com/s/1i4B2WML ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_E9BB699BF48F70042C0A775FCE3C14BBA6B48E2D66E93122949BBDDEFD5C89111A8A96591AA88375A1DB85ED091F6033F347260912CD4190438095F83A11032A3CF60B6D728EC9AA33C78E58CBD05D9BE16DABB09BAC889E746DE87D7399F81A8BDEE1E8589F2187389E31B282B47D5D67F3E332674001A3F6A6FF103A31AB94F163BABD,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_2DC54630A8C9B34EBDD793FEFC946F5A53DEE61B1913F6B3D69F8FA361B468210407BA23179FD5255FDBEA54E0122EF38C59BBBB8AD6042E9CEE960E088B052BE380878691BB26B5791154363258378C6D96A4EB76C353B668307C88617B52597CD33E997F33F309ED461DE7DBFE8B6EEE736708754D379997DF86C666C4C4C88472565D
6373,《德国式英雄》,百度网盘密码：sjtp?????天翼云盘密码：5265,http://pan.baidu.com/s/1bCxlDG ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_76D6CDCFCBF91FE807538AD669B641BACE89D5B845A271225F57BFBE063A75250670DABA98A8978724EAA182793B550BCD3542F2B154DB1836C31250E87787676BADFF0065E9A18ADF2E4231BB0CD5BE280CC3CCFAAED1942600A9156C6A3BF20798F961EF8C020D6FD103D206C112CBFB142AEBF9C0ED62DA75EF10F293756A8676F0A4,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_FC1EA5F8059556573A66DEBCEE3AE866448CEEE3B0DC91E62C6446DA7898D7116A6F53CE3248C43AE94EC3B31ABAF0E7B61240A2DD49B73B6C637DA6EA0B0E7367DE4971FBBA455E6DC51A5A0E69267CE9FA14E709743DA44DDE987E0B68A26CDD258308315197CAAC024C11031BBADDE7C0D5699C1E3E20AF9EDC1C28C3DFBBEA6FEE51
6377,《无路可退的战士》,百度网盘密码：qkps?????天翼云盘密码：9159,http://pan.baidu.com/s/1nv0LKGp ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_80E78860726EE06A8A9393AC94EE60BCA08D7A4B4C939C8F5DB456ABC47D522CAEA2D5FD03F1F4926CB1FA90F46DF801202BC2D16CA78BF469F0582551370871F6B2A29CB620D6459A83A28EFE2B2148617B28A125E7F6D199AF36BA5A81B8EFE74145FF283D841F505079D2275B2011E355F33403DB7312A532E6D4F684901956C7876C,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BB01D7E1C4D976201CB6975711606F15A85D189D751BA6DCD7A5BB657CC64CEE86C39684E8E95FC9A61E30DC358A72B81A1E4FC5A3933E99A82737DE518A3575833671CCBC6BD5BDB77FB4E91C4C9DC11F9A693820DE4931D00558BC2FC6414B53DF8415D7BCAAFB824885D3E55E5BBBFFCB7EF356BA4F8A157161D4DD859E1F570E7A11
6380,《大清灭亡启示录(1894-1911)(第一部)》,百度网盘密码：68gs?????天翼云盘密码：5600,http://pan.baidu.com/s/1eSbr42m ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A6B5A7A34E9F1C321B46212F72A4E7AE36F84E9519B8BC0768F3CDD2D00133D9B0FBCAC13737938EDA7C17E9958970A19089BBE6D9636DFC119C4EAF8C922BB491C45776BB1DE3ABC68C27ECB9D91A209C1E5CF89A83253574ED00F79F86A8DCE460545E193FAC1571FDBB862695AD34A72A87AF6BC21C5AD76E02B962BA5DA569FBBE6A,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_CB017FB1BC6691DF5E788D8BEDFE9988DAB6A1C9C353CD507C0D10EE519D9F8487CB3398E2DE65EFAC6C6135F37EE9AECB8DB1E3BAE646564854CEB0C59DDE9DD666D16C9BF12B32FA3FBB9E3718A4D73F92F4D7B711D3AE0532E22947E60E037155F1F8D3B37369E83D2E3427B4414534EE218BD145BA57D79B3D510E911519BD1759FD
6383,《大清灭亡启示录(1894-1911)(第二部)》,百度网盘密码：v6z1?????天翼云盘密码：4461,http://pan.baidu.com/s/1pKWp115 ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4D34C3EAE0B5A3675F7170744F48C463A4A0A51C482A7B85C957152C1D9C0E7B19D9891B91FF3C01F49259BAE1DA90BAC78BA9C787C8FF7A7B2EDD3FD0C0A6AA344A2F8EE21AA5337693C5D193794888008FC7A9B4D49B59A5F5900E46CA11B01C67E61752CF307C17885322B4D67CE4F42DCA4CD19C36CB2700210110FABBEE6192107B,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_CF20F6D8F7C2601B7AD84AF950FB6C5F36108C8563A300271DA889C23F15F317A93FF46C7307434C16A23782D5AAE374BD34591A9F89FEF9D212E77473FD1B290914F60D77664A40F5FCD5C1CB62BAB3DF757D62333A51CAE31C8BE0F42477070599D0A3E222DBC04D684CDDAA767A69C2C075F552EF9642B40FDE0096FC9F3122C27771
6386,《周浩晖精选集（套装共9册）》,百度网盘密码：ewp1?????天翼云盘密码：1370,http://pan.baidu.com/s/1bo9DxeR ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BB23BB6A3896EB9983BD7793A7122A7343C73AECDCB94276CDD36234DCA0FA9EDE1C9D451A393DC59F90E0B03F205E99557EA8B14491BD6157581FCBA4A2BA5AF14E182BA5F074E8A317C597523D73352830B58FE69CABA716062E7E9280CE4841D1EF488D814B9E405F53029C30CB56C320DCC5052418EF53FF07DD57EA31E5D72D33D8,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_673ADFDA98865F2BFECEF8FF7EC08F874F9873046E2E8CD395C24A7268AAC760C61B16422771C01FB329C4FEF395B83AC6DECDEDE8823E5DEB26E3692586090971F4F469531E6041032CF57E0C78E29DA56C285CD0AD739153C31C2264ECBDA6D6EA4BD9F99BF0545334C02A3A8EA2EB1E83814F4C0561598DD90DDC922F90B7E8EA2701
6389,《等等灵魂》,百度网盘密码：ctlw?????天翼云盘密码：9421,http://pan.baidu.com/s/1eRB9i4U ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_55837D7BFAA9250379CFCC05D6904B72F4F8BDFDC8BFCA42140ECA752F27F93603988CD1FB44A6CE38073ECBE507929DA27370AA2B97A5B6635BA619EA9AE8278771E871DEF613A778509EE34BA35C364584AD40C6F85E239D70B73572529F09EEB7231F9F76509629C200DBE1C44AB8EA4A1C7FE1058818B8CF19303223678CA9DB65F1,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_79D8E0C1ABECFDB616859AA943D0ED3E33FD0E8DD4BFB9951E3F237FBD2D3AC7BBCE053E1292AFC87F2B9112E6F3A4F80C7E3140D55AABF9B96FDC1EA178C2EDDC0C2BCFDDCE72605DD19A37C3E5370210FBF482D2EBC587336CAC156174199F1DA444B5FE3054AE212675970D78D305F7400C6D180C04CB418ECA6805EC7DBEAF5FF0B3
6393,《中国古代名人传奇丛书（一）（套装共7册）》,百度网盘密码：ufev?????,http://pan.baidu.com/s/1i5G2Wux ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734841291&sk=6065D28083473231C78F3884E226D7DC&ufi=3149121129620613&token=cloud16&sig=oKHqJQ3noIyWpzbGjUp5ZW%2B6%2Bnc%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734841272&sk=98A6737B325C52C84D55218BF66D57AA&ufi=3149121129620944&token=cloud15&sig=G%2Fc5vSk5iql20iQZbIEsHyBhyA0%3D
6396,《中国古代名人传奇丛书（二）（套装共7册）》,百度网盘密码：6k45?????,http://pan.baidu.com/s/1eSJqTKe ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734965570&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=4147111129641112&token=cloud3&sig=DK1JD9N08GcdVd9Ud5CXT65Xq0s%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734965565&sk=24578ED11A6242943B095C80BF002EEF&ufi=4147111129641254&token=cloud14&sig=SzCcfyVTik5WaHkBZfD8l1rV%2FEo%3D
6399,《世界文化博览丛书（套装共4册）》,百度网盘密码：apqh?????天翼云盘密码：9362,http://pan.baidu.com/s/1pLvsbEj ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_DEA544F52E8576CE5269299DBC4468F7698936B82D9C0E1EB5AF2B7EB794E1AA6080D407EF2DC2AA227B51727F93E4608725AA147B22054853AE0382B261B6DF7D22E04620006FF2D5DF88297093528D65FDF314E1FF8D8F652084A9A20FADB3718F8DA10554459CBB1D3FA6CE67294A70DC4099C5D236AE64CACC8D343669EFE2132EA0,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_7821868E8C21AFAE3D07F8EF16D0CCBD591E203303E620F970634B950C09CD20744E1A69F5DC766E24B798E1021AC6A2B141E2CB52561781784B1BBE78178D330E814F3606DF026656A0FACCBC719FEF000B809FF992112142576404E0EF1CB8CE00F1778AE498796E7713B3408F97D2253F18CFD466E2A958A4630722D80F63D982D6D5
6402,《一念心安》,百度网盘密码：rxam?????天翼云盘密码：7923,http://pan.baidu.com/s/1kVsIvpd ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_ECB100ACEC3A7D91770E81894A6FDB872DE1C1878FBCC4E0B272E2B5656C68BB3446D424929A6FCEB3CE841F485AB654FFB5FDC2661949B229C2B21DFCB80A8557915B8E28FDA3C8EACC471E3F90215C6AD2ACA43DD458F6FE658E2A0A662CB2A90D1A33C22BB5682546C93005CCE7375F3137BBD60F8945851CD410C45C8BC213DD6BC8,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9779DFECF13DD33FD4EB479076A21BCDD71DAC0C76EFF42833687E9F5773BD732C682FCAF41D0AB335438AFCFE41C3EBF54B63ABB77C65273F9F93B012137809063962BFCA320AD233CFA5603465C449BAF05B7E2C8E629141E98C416284206DD359664CD592DE5A4A2E5B735DDC6E219C3FA0A1EA4061377B69DB80DD172C376FA1F732
6405,《水墨青花 刹那芳华:民国女明星的倾城往事》,百度网盘密码：9med?????,http://pan.baidu.com/s/1eSidiBC ,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_6E80D4B60EF3427896B28F47F66F74A48D5150C551B68A94F163031AD1FF4F22DB9A564E0DBC6AAC85B4F94DA81C4CA1C9210420D0F60EF323C855E0EA40BBF769456D7263E8AE9EF24AAF2C6563BD1BA2D44C7E7CD8D01D29AAD632FA522E71EB26B17CD75E8F366BE2CF8110F57DF9516F3DD9F5D575FAA1CE9EFC620CC49197E3E7DF,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_8C80281690A5A5AEDBFE4A03188277E392FB086FB4DADB021950275E5B3E943E7C7EB1407900F6204925C0C629BE8DC7FB02BD49C18A7053EFD11CC0083ACF2B8415C48C6B8E24CC1173A19F3D95F34533D1645568BCE33CF4153E7B5943D929CE2FC59E9764865FCDA188A139752747EB70F33841DF319405EEF80EC93F71FEFB2AD0BC
6409,《中国通史（套装12卷共22册）》,百度网盘密码：w8ff?????,http://pan.baidu.com/s/1eSbr7NW ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734662321&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2149021134610655&token=cloud4&sig=s5pAhlnw0C5lo9I3d9bojqE15qc%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734662315&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4154321134597799&token=cloud15&sig=FZOMMAYYeAESpXnSU4TM5iTaQ6E%3D
6412,《智血》,百度网盘密码：opvm?????,http://pan.baidu.com/s/1dELeFfF ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734774987&sk=98A6737B325C52C84D55218BF66D57AA&ufi=6135021120941407&token=cloud15&sig=VBLMtKY0Mud8QjEmBMzqrwBZYdQ%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734774966&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4135051134624131&token=cloud15&sig=xNazFOpvacXlI7lEc29es4isEhs%3D
6415,《美国世纪结束了吗》,百度网盘密码：m15x?????,http://pan.baidu.com/s/1pL2dEaR ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734897747&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4141711134589174&token=cloud4&sig=J1emxierVPlL%2Fx2m%2FT5Iq2q%2FoTU%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734897738&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4141711134589184&token=cloud15&sig=KYtpPF%2BIPAe5ucjJjvkobm9BrT8%3D
6418,《麋鹿行（套装全2册）》,百度网盘密码：c22y?????,http://pan.baidu.com/s/1qYhcSZ6 ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734722303&sk=6065D28083473231C78F3884E226D7DC&ufi=4149021134689362&token=cloud16&sig=XuiwnzbtD8R35VBRUwvo%2FODycbs%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734722289&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4149021134689513&token=cloud15&sig=nxuCIS6vTVkvCke3EV6Tj6HAf6E%3D
6421,《梵高的火柴 》,百度网盘密码：xdzu?????,http://pan.baidu.com/s/1c1ZtPFa ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734542751&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4130531134659623&token=cloud4&sig=kIwz9tOJcuH39i2ZRWqNXhqpRsg%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734542736&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7139411134820351&token=cloud3&sig=XcDuhwbqHq9kZK%2FdjT2dLTx73wU%3D
6424,《第一商会》,百度网盘密码：isv9?????,http://pan.baidu.com/s/1nvKyBfN ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734600677&sk=98A6737B325C52C84D55218BF66D57AA&ufi=6135921120963776&token=cloud15&sig=Nw9y9uLISmiQ7X4%2FiQ4XGQJtpa4%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734600661&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1147111140381387&token=cloud4&sig=%2B236sdq9Tu2rTRcty1UXhDQmC3M%3D
6427,《唐朝诡事录》,百度网盘密码：us47?????,http://pan.baidu.com/s/1hrU1UIg ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734405785&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=8135921137946102&token=cloud3&sig=%2BYPlTrzStljuZMKgNTsnLiG8F4I%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734405802&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3135951135009038&token=cloud3&sig=JQ5yzYjwBG%2FXtDQ1KSBzFJSYWTg%3D
6430,《唐朝诡事录2：长安鬼迹》,百度网盘密码：jc3d?????,http://pan.baidu.com/s/1c2wuyMO ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734470368&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6130311120982616&token=cloud3&sig=0WVRT0qyeva6DLkYSme24V%2FMRY4%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734470356&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6130311120982622&token=cloud4&sig=oQi529hbXQj4W5MN7qAv18F44LQ%3D
6434,《冷酷如石》,百度网盘密码：oru9?????,http://pan.baidu.com/s/1kUCKSwn ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734319358&sk=6065D28083473231C78F3884E226D7DC&ufi=1130951140427511&token=cloud16&sig=LoDusMEm9iwvST6MeMFwscDOHU4%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734319349&sk=24578ED11A6242943B095C80BF002EEF&ufi=4147111134790201&token=cloud14&sig=rWVzCvQYnRZeLhdNkF7O%2Fj96EfI%3D
6437,《溥仪藏宝录》,百度网盘密码：bmde?????,http://pan.baidu.com/s/1bpMeUi7 ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734184948&sk=6065D28083473231C78F3884E226D7DC&ufi=3132351135105895&token=cloud16&sig=Juq50O%2BckPD4H0%2BY2ASPXvOD%2Fco%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734184956&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1149021140527318&token=cloud15&sig=svlycvc%2FhQU3qxqYpbZS5agAKJk%3D
6441,《唉，我的沧桑50年（1959至今）》,百度网盘密码：8bhr?????,http://pan.baidu.com/s/1sl8foex ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733976718&sk=6065D28083473231C78F3884E226D7DC&ufi=8149751137962334&token=cloud16&sig=19%2FsylQmUujxyEqGOHBL0lzL7Bs%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733976708&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=8149751137962336&token=cloud4&sig=98oUH42VmsFhE2f%2FGZv1cRutVjE%3D
6444,《蒋介石和他的密友与政敌（套装全三册）》,百度网盘密码：tv88?????,http://pan.baidu.com/s/1hrNGwdQ ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734038055&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5149021138016953&token=cloud15&sig=8W6fWvAknuz1BrBgTMQMIYsjcic%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734038064&sk=24578ED11A6242943B095C80BF002EEF&ufi=9152221130650939&token=cloud14&sig=74xoByDUiB99%2BgV0jBEbVmdMenQ%3D
6447,《白龙物语》,百度网盘密码：i9q5?????,http://pan.baidu.com/s/1gf7JCND ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734117297&sk=6065D28083473231C78F3884E226D7DC&ufi=1151651141178254&token=cloud16&sig=89b633hlSUBJ88i%2FF7r0O%2Fsiv24%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497734117281&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1151651141178270&token=cloud15&sig=VXlHZPKSJ9CruWcyBksI0y1CW%2BQ%3D
6451,《民国县长1939》,百度网盘密码：rwih?????,http://pan.baidu.com/s/1gfNYFvX,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733638349&sk=6065D28083473231C78F3884E226D7DC&ufi=3147111137334297&token=cloud16&sig=qOIsHkswROgpjTz9zzGee4EfAzg%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733638341&sk=6065D28083473231C78F3884E226D7DC&ufi=3149821137353089&token=cloud16&sig=mU2rah1m%2F54CaZhVFYQMOQBVT6Y%3D
6456,《春分之后》,百度网盘密码：sfh3?????,http://pan.baidu.com/s/1c1TolO0 ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733912433&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6149021123652108&token=cloud3&sig=NLGVEemvVCSPIsRk4RwOvZ5ktzk%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733912440&sk=6065D28083473231C78F3884E226D7DC&ufi=4149821137332674&token=cloud16&sig=ieXA90cwbX2FLdSKh9CshYCffdE%3D
6459,《林语堂自传》,百度网盘密码：xgmc?????,http://pan.baidu.com/s/1o7QmeqI ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733791884&sk=24578ED11A6242943B095C80BF002EEF&ufi=3149821137436159&token=cloud14&sig=kohs0Y8s3O%2Fsh1S3AlNEO8AbTd0%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733791876&sk=24578ED11A6242943B095C80BF002EEF&ufi=3149821137436389&token=cloud14&sig=AKJwVsEVyEtjM4liiGP8Wt4gH2A%3D
6462,《犹记惊鸿照影》,百度网盘密码：hhpb?????,http://pan.baidu.com/s/1qY6LxQc ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733706547&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4149121137355285&token=cloud15&sig=kWQXgvXJBwfLtcjlp120FqjK5ik%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733706538&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1149021145154988&token=cloud4&sig=h7j8kIvQBYqW11MTlPiP38pHTdw%3D
6465,《虽远必诛:大汉王朝的扩张》,百度网盘密码：3a6z?????,http://pan.baidu.com/s/1hrESYZ6 ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733858490&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7147111137449315&token=cloud4&sig=EWW803XLRk7CEApwRz%2FLFCBKyOo%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733858482&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6149121123656502&token=cloud4&sig=S3MiQOQT2AnVfn4gsxe5DgaqMMM%3D
6468,《中国历史通论》,百度网盘密码：g0kg?????,http://pan.baidu.com/s/1c2qoPt2 ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497534250698&sk=98A6737B325C52C84D55218BF66D57AA&ufi=8154321140333855&token=cloud15&sig=wfo1fmcVft9gv%2FswfyVpdVIWdyI%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497534250668&sk=6065D28083473231C78F3884E226D7DC&ufi=8152221140344657&token=cloud16&sig=kNIcr0un0stfqAWoljrE0vSj3a4%3D
6471,《不畏将来 不念过去》,百度网盘密码：kh5z?????,http://pan.baidu.com/s/1hr4dCAK ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497534813236&sk=98A6737B325C52C84D55218BF66D57AA&ufi=2149121139333832&token=cloud15&sig=cv6Lk8vd4xxKxxH7f215V5Git88%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497534813228&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3152751139314897&token=cloud4&sig=QMyGa2T%2BfaIblvMeMKRVpwOVbc8%3D
6474,《娱乐至死》,百度网盘密码：zq8b?????,http://pan.baidu.com/s/1ccLOlw ,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497534313117&sk=24578ED11A6242943B095C80BF002EEF&ufi=8152721141883209&token=cloud14&sig=TbeKVRRqKVdTLZTwlHnxebDq644%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497534313107&sk=6065D28083473231C78F3884E226D7DC&ufi=3152751139315402&token=cloud16&sig=LsAX3O6vEQSmEujjKfJOczW65nQ%3D
