ID,书名,密码,Pass,链接
13499,《希腊棺材之谜（精装纪念版）》,百度网盘密码：5rt4     ,{'百度网盘密码': '5rt4'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499926115680&sk=6065D28083473231C78F3884E226D7DC&ufi=1154321818016131&token=cloud16&sig=MuXwHVVCxm%2Fd7OnkzVDgma0PfYY%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499926115660&sk=98A6737B325C52C84D55218BF66D57AA&ufi=2135921523179148&token=cloud15&sig=kGozg1E05Y9kaCBVfsiVBjPo1%2FY%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499926115667&sk=24578ED11A6242943B095C80BF002EEF&ufi=9149121520013641&token=cloud14&sig=UiLTrRFoOti7OX79%2Flgg6AyOV4M%3D', '百度网盘': 'http://pan.baidu.com/s/1clc2WQ'}"
11807,《政治的神学:经典与解释》,百度网盘密码：vkdw     ,{'百度网盘密码': 'vkdw'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499299336278&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=9152221424536243&token=cloud4&sig=ZniRxLOugLlxXHezCwSmITxiqcQ%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499299336287&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=5147111431940384&token=cloud4&sig=ptq1QE72n4abxnRMzemDCuB0F0I%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499299336259&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5147111431940389&token=cloud15&sig=M6hfTIvI%2FJGhg4qDsN3lbS%2Fqzz0%3D', '百度网盘': 'http://pan.baidu.com/s/1hsBmE0G'}"
12386,《暴风雨之剑》,百度网盘密码：acsc     ,{'百度网盘密码': 'acsc'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500383515729&sk=24578ED11A6242943B095C80BF002EEF&ufi=7154321459419852&token=cloud14&sig=J%2FshBKWDjk4hypUMcCKyxj3wxpg%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500383515735&sk=6065D28083473231C78F3884E226D7DC&ufi=9149021458007096&token=cloud16&sig=NZn%2B1tK2j0VuzZJ1j8bQT%2Bx2vN8%3D', '百度网盘': 'http://pan.baidu.com/s/1mikGQCC'}"
15304,《上帝的手术刀：基因编辑简史》,百度网盘密码：xw46     ,{'百度网盘密码': 'xw46'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946379-eb51a5/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500368277922&sk=24578ED11A6242943B095C80BF002EEF&ufi=3149021592965361&token=cloud14&sig=1E%2F7uzINpsuQ7goSyf2c7pXLnlQ%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500368277907&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=5145921601794663&token=cloud4&sig=as5jaMt8nB6bR2tpXGypfERycME%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500368277915&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6145951577750231&token=cloud3&sig=NFH2FHmLgEGHegZo%2By%2B1s5AUM9o%3D', '百度网盘': 'http://pan.baidu.com/s/1gfimtDh'}"
12911,《后宫甄嬛传合集（套装共6册）》,百度网盘密码：8z8b     ,{'百度网盘密码': '8z8b'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498813551100&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=9151211487543415&token=cloud4&sig=IVmxh4B80pfH91imZMl1GfM4AsA%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498813551085&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3149021487790376&token=cloud4&sig=GdmOkGOsQ%2FpcIvBvKS%2Fq%2FxPNhbg%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498813551091&sk=6065D28083473231C78F3884E226D7DC&ufi=3149021487790017&token=cloud16&sig=0kNoZT7epJA4G9NQB%2BjL3zwAHBM%3D', '百度网盘': 'http://pan.baidu.com/s/1gfrFNgR'}"
17440,《夏日终焉》,百度网盘密码：sv3h     ,{'百度网盘密码': 'sv3h'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23998458-e44f41/', '百度网盘': 'http://pan.baidu.com/s/1o86xnjc'}"
13359,《这个世界会好的：梁漱溟国命四书》,百度网盘密码：gbhw     ,{'百度网盘密码': 'gbhw'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499611729033&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4147111509464569&token=cloud15&sig=WEBpIGY%2FFEMAPc%2B0Vz92dIBTz64%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499611729025&sk=6065D28083473231C78F3884E226D7DC&ufi=4152721509415461&token=cloud16&sig=lKnFxXxoozOCYm3sKWb%2FiQOSHI8%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499611729029&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=5149021518929477&token=cloud4&sig=RMk6PuHUdvdWNZMc3UEyFSEc4Bg%3D', '百度网盘': 'http://pan.baidu.com/s/1boHUfCF'}"
15887,《九州·缥缈录Ⅰ: 蛮荒（精校精制版）》,百度网盘密码：qtz0     天翼云盘密码：2029,"{'百度网盘密码': 'qtz0', '天翼云盘密码': '2029'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/UruieiaQfeqa', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23213010-2932d0/', '百度网盘': 'http://pan.baidu.com/s/1jIzbNYu'}"
14780,《甲骨文》,百度网盘密码：6677     ,{'百度网盘密码': '6677'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946058-3c6d3a/', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499293035262&sk=6065D28083473231C78F3884E226D7DC&ufi=7134421570911738&token=cloud16&sig=ApZS0HIveEI%2BO0OTnXoH8K6Uw70%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499293035270&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=2149021572023611&token=cloud3&sig=Ilq7J3J3IDAlwJ0%2FO7W8riNWOAE%3D', '百度网盘': 'http://pan.baidu.com/s/1pLryMlt'}"
17531,《无限之配角的逆袭》,百度网盘密码：q5qa     天翼云盘密码：1361,"{'百度网盘密码': 'q5qa', '天翼云盘密码': '1361'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/BzYb2inq2q2q', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-24038711-2bc77e/', '百度网盘': 'http://pan.baidu.com/s/1skGk8Fz'}"
12193,《陪安东尼度过漫长岁月（红+橙+黄，套装共3本）》,百度网盘密码：2yq9     ,{'百度网盘密码': '2yq9'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500123424111&sk=98A6737B325C52C84D55218BF66D57AA&ufi=8149821452096551&token=cloud15&sig=CxFXi1T4KaaH%2FBrP7VUcPYeMI4I%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500123424105&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=8147111452090288&token=cloud4&sig=LvChV7QzM1REIM81FSyG8oqwhKk%3D', '百度网盘': 'http://pan.baidu.com/s/1geFIAo7'}"
17296,《西班牙内战:革命与反革命》,百度网盘密码：ft0s     天翼云盘密码：8129,"{'百度网盘密码': 'ft0s', '天翼云盘密码': '8129'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/yQzUfy7ju2qm', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23917500-f80776/', '百度网盘': 'http://pan.baidu.com/s/1slkCmZj'}"
12298,《贿赂风云-和珅 (风云人物系列)》,百度网盘密码：uebl     ,{'百度网盘密码': 'uebl'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500382139326&sk=98A6737B325C52C84D55218BF66D57AA&ufi=6147111436715942&token=cloud15&sig=JbvDgKhGHp56tq5IXIjd3OhRc5c%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500382139322&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1154321752199716&token=cloud3&sig=SqoK5lz1iAs%2FbiTRqfXAHwsgiO8%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500382139338&sk=24578ED11A6242943B095C80BF002EEF&ufi=8149021458703300&token=cloud14&sig=KqeJjgOiySwCuhbLArTpY29Hpu4%3D', '百度网盘': 'http://pan.baidu.com/s/1nvJkKDb'}"
13937,《苍黄》,百度网盘密码：dbbd     ,{'百度网盘密码': 'dbbd'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946844-76af01/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498132131356&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5149821546681179&token=cloud15&sig=oANj0iEcL74YlqiBk6z%2BVJSfJF8%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498132131349&sk=6065D28083473231C78F3884E226D7DC&ufi=5149821546681244&token=cloud16&sig=TfGkk9UUqjC3eC8EFcxNUryI%2B2o%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498132131341&sk=24578ED11A6242943B095C80BF002EEF&ufi=4149121537063043&token=cloud14&sig=nKX1nQc8sA5GXAQCnGG%2Fk%2FGOt0w%3D', '百度网盘': 'http://pan.baidu.com/s/1nuKsmZR'}"
13480,《乐意》,百度网盘密码：vpxe     ,{'百度网盘密码': 'vpxe'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499924847285&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=2152221523234827&token=cloud3&sig=FFpZi4yusKOsjkzb0pqty6z35Ck%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499924847269&sk=6065D28083473231C78F3884E226D7DC&ufi=2152221523235057&token=cloud16&sig=bR8OPQlkyPX%2BzlMDmheOD2CI06M%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499924847278&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7149821520587814&token=cloud4&sig=u%2FglhZSZYpCz8QoiaC0EdSDiOzQ%3D', '百度网盘': 'http://pan.baidu.com/s/1miNrQbu'}"
17374,《纳尼亚传奇全集双语插图版（套装共7册，附MP3）》,百度网盘密码：3x5a     ,{'百度网盘密码': '3x5a'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23960805-199346/', '百度网盘': 'http://pan.baidu.com/s/1qYlusHY'}"
16217,《伟大的博物馆:佛罗伦萨皮蒂宫》,百度网盘密码：ie6m     天翼云盘密码：5912,"{'百度网盘密码': 'ie6m', '天翼云盘密码': '5912'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/FrMFjmqeEJVr', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23384835-76e130/', '百度网盘': 'http://pan.baidu.com/s/1pKAhcUn'}"
14055,《肝胆俱裂（英雄系列之一）》,百度网盘密码：w0j6     ,{'百度网盘密码': 'w0j6'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946760-a217dd/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498324239998&sk=24578ED11A6242943B095C80BF002EEF&ufi=9149021547080663&token=cloud14&sig=3NkfyFfvo0Ef6Xd%2F5Pv7pGtOJzc%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498324239985&sk=24578ED11A6242943B095C80BF002EEF&ufi=9149021547080752&token=cloud14&sig=Ye8naPNoBLKbgYhLMV7abnvGduI%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498324239992&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3147111545123022&token=cloud4&sig=VPou9gfXOfpxd8%2BVAC1B64%2FkCvo%3D', '百度网盘': 'http://pan.baidu.com/s/1i4353IP'}"
17232,《人格心理学:经典理论和当代研究（原书第4版）》,百度网盘密码：alol     天翼云盘密码：9786,"{'百度网盘密码': 'alol', '天翼云盘密码': '9786'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/ziUzmirQBf6z', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23908678-75d8f6/', '百度网盘': 'http://pan.baidu.com/s/1kUCswB1'}"
16428,《社会心理学经典:彻底看清你自己和你身边的世界(套装共5册)》,百度网盘密码：x8ey     天翼云盘密码：3153,"{'百度网盘密码': 'x8ey', '天翼云盘密码': '3153'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/FbEr6vjI3AZr', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23486157-ae316c/', '百度网盘': 'http://pan.baidu.com/s/1miJrhNy'}"
11753,《万万没想到:西游记可以这样读(全两册，自制精排)》,百度网盘密码：lu19     ,{'百度网盘密码': 'lu19'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499298750662&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149121424870744&token=cloud3&sig=Lg2HQ9X2B0OsDtLIiYNx6N1PTIg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499298750685&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9152221422311558&token=cloud15&sig=3wpwHkNdvpVpZgS2lrG%2Fh8YVUho%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499298750643&sk=24578ED11A6242943B095C80BF002EEF&ufi=7149821425297942&token=cloud14&sig=0j8CnF%2FhS%2BzOxM8Nz8%2BtNrsNK3I%3D', '百度网盘': 'http://pan.baidu.com/s/1slBAjaX'}"
14034,《战争与革命交织的近代中国(1895-1949)》,百度网盘密码：ijjz     ,{'百度网盘密码': 'ijjz'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946733-77e68a/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498321060809&sk=24578ED11A6242943B095C80BF002EEF&ufi=6152221530102566&token=cloud14&sig=JVqQHjNDWycRQd153o55NOtyerg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498321060799&sk=24578ED11A6242943B095C80BF002EEF&ufi=9138151546977370&token=cloud14&sig=KSzSGqQMO3i76p1WvhRAwCQVIqk%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498321060804&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6147111530117035&token=cloud3&sig=tcUCMFtCQlB%2BCKKu%2F6b8Oji3bzY%3D', '百度网盘': 'http://pan.baidu.com/s/1i5dxqjb'}"
16723,《雪山飞狐（精校精制，三联插图本）》,百度网盘密码：iqz4     天翼云盘密码：1944,"{'百度网盘密码': 'iqz4', '天翼云盘密码': '1944'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/MNziqmQZjAni', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23665362-989fbd/', '百度网盘': 'http://pan.baidu.com/s/1hr4qrbQ'}"
14471,《周易正本解》,百度网盘密码：w1ll     ,{'百度网盘密码': 'w1ll'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22945935-0d3a9b/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499015303319&sk=6065D28083473231C78F3884E226D7DC&ufi=1147111860836462&token=cloud16&sig=lAS%2FJHt9cR1fiRjwGTcaEpf%2FTno%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499015303292&sk=24578ED11A6242943B095C80BF002EEF&ufi=1147111860837271&token=cloud14&sig=s1WXu7pepB7DXTVDMsIlACjE0WY%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499015303306&sk=6065D28083473231C78F3884E226D7DC&ufi=5130951569377220&token=cloud16&sig=kqI2DHErmPCOXaN8k5mJG5Okv4o%3D', '百度网盘': 'http://pan.baidu.com/s/1pLqIBJP'}"
11457,《兵以诈立:我读《孙子》（增订典藏本）》,百度网盘密码：8qha     ,{'百度网盘密码': '8qha'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124859145&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149021415589932&token=cloud3&sig=CV9wdfuWG%2BuWFyDm%2FfOvgr62H3I%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124859162&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9149121412777677&token=cloud3&sig=aXgr6TFauBYMbnrAvg9wxexOYDk%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124859153&sk=24578ED11A6242943B095C80BF002EEF&ufi=4149821412700930&token=cloud14&sig=EVqW97f83DncU4nuOxM0b3C%2F5BI%3D', '百度网盘': 'http://pan.baidu.com/s/1gfutsvL'}"
16073,《孤坟鬼影》,百度网盘密码：ymvq     天翼云盘密码：9939,"{'百度网盘密码': 'ymvq', '天翼云盘密码': '9939'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/6rui6rMzu2am', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23301450-39aa69/', '百度网盘': 'http://pan.baidu.com/s/1pKGm5SJ'}"
13012,《极简宇宙史》,百度网盘密码：5t4o     ,{'百度网盘密码': '5t4o'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498945629405&sk=6065D28083473231C78F3884E226D7DC&ufi=7139921491848789&token=cloud16&sig=nEGl8zBHH35wy2cjf59wGXgYp%2Fs%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498945629411&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9149021490786467&token=cloud15&sig=Qpv4MUOdmXsMrWym179rmv1YoBs%3D', '百度网盘': 'http://pan.baidu.com/s/1pKIlkGb'}"
14125,《那一张旧书单》,百度网盘密码：1sh8     ,{'百度网盘密码': '1sh8'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22947027-2c7c92/', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498428161417&sk=6065D28083473231C78F3884E226D7DC&ufi=5141721555855253&token=cloud16&sig=yPVYy8ZzrBZBh5T0eltCXBbgWxQ%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498428161395&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5149021555912586&token=cloud15&sig=%2FLxIj70kpJpte6I42pBS6ngNwgA%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498428161403&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5141721555855277&token=cloud15&sig=p9qKzOT3LcEMjQahzBXMA2O8%2Bhs%3D', '百度网盘': 'http://pan.baidu.com/s/1boHUUOf'}"
15457,《无极魔道（精制多看版）》,百度网盘密码：o16v     ,{'百度网盘密码': 'o16v'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22978758-0945ad/', '百度网盘': 'http://pan.baidu.com/s/1jHM1GcY'}"
12621,《偷袭珍珠港前的365天（精排）》,百度网盘密码：nn9l     ,{'百度网盘密码': 'nn9l'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498200292833&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1149021772715076&token=cloud3&sig=dCU8tK3UDqsNA1%2BWlnIYSYTCXIM%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498200292820&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=8149121478744637&token=cloud4&sig=TqGunP1avBylh3%2F5xshgv%2F0VWFc%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498200292827&sk=24578ED11A6242943B095C80BF002EEF&ufi=6149821456638247&token=cloud14&sig=Bkj0UDNCkzZKgF1dyYrqCyySP6E%3D', '百度网盘': 'http://pan.baidu.com/s/1o7NC1XC'}"
13140,《吴小凡的流浪地图》,百度网盘密码：aepo     ,{'百度网盘密码': 'aepo'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499616567691&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1130951810852092&token=cloud15&sig=chAqfWtD%2BYfrLqwwIOVBayOBVQ8%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499616567697&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1130921810908534&token=cloud4&sig=tazRfaY2EVSdG5HT5SiqaHArbeE%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499616567694&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1130951810852094&token=cloud3&sig=qcxNmxEzY2qy9fVygoLTnRPpOYg%3D', '百度网盘': 'http://pan.baidu.com/s/1i540QPn'}"
15399,《囚鸟》,百度网盘密码：cjam     ,{'百度网盘密码': 'cjam'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22945545-136568/', '百度网盘': 'http://pan.baidu.com/s/1qYM5AK8'}"
16213,《人心至上：杜月笙》,百度网盘密码：xfeb     天翼云盘密码：6367,"{'百度网盘密码': 'xfeb', '天翼云盘密码': '6367'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/3ABRju7RvUVz', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23384832-bba9a8/', '百度网盘': 'http://pan.baidu.com/s/1bo9jBAJ'}"
15536,《在世界与我之间》,百度网盘密码：2hjl     天翼云盘密码：4776,"{'百度网盘密码': '2hjl', '天翼云盘密码': '4776'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/aUBN3iiYVNNj', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22973835-83ebce/', '百度网盘': 'http://pan.baidu.com/s/1jHWBii6'}"
13226,《九州·魅生其二：幻旅卷（精制）》,百度网盘密码：e1a2     ,{'百度网盘密码': 'e1a2'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499387765156&sk=6065D28083473231C78F3884E226D7DC&ufi=9152921505550587&token=cloud16&sig=YiqHEreQR2evaWrUWBbbkkgeOLM%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499387765171&sk=24578ED11A6242943B095C80BF002EEF&ufi=8149021511195735&token=cloud14&sig=OlJaIR1aSNNst7%2BV9Eoy2aC5u9Q%3D', '百度网盘': 'http://pan.baidu.com/s/1o8I3GkM'}"
11574,《猎魔人·其二：宿命之剑》,百度网盘密码：7pkf     ,{'百度网盘密码': '7pkf'},"{'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499196406489&sk=24578ED11A6242943B095C80BF002EEF&ufi=8149021422617226&token=cloud14&sig=W%2FIgDRexpCGpNJA7rQ9FxDfTQ5M%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499196406498&sk=24578ED11A6242943B095C80BF002EEF&ufi=8152221422589325&token=cloud14&sig=qGh%2FsqxXJoY0iRuzvHTpXN9%2FSVA%3D', '百度网盘': 'http://pan.baidu.com/s/1c2agJnE'}"
16693,《DNA：生命的秘密》,百度网盘密码：5x3y     天翼云盘密码：8659,"{'百度网盘密码': '5x3y', '天翼云盘密码': '8659'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/3AZ7zmqIryei', '城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-23626713-284e8b/', '百度网盘': 'http://pan.baidu.com/s/1hsOPkgs'}"
11247,《阿尼玛》,百度网盘密码：h272     ,{'百度网盘密码': 'h272'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020104592&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4152921402611709&token=cloud4&sig=hxDlE%2BIsBaTtzzD197FvS%2FOnxN4%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020104571&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5152951409732650&token=cloud15&sig=yBBwRovdvX1nPJwDml1v7DTKdbI%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020104577&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=5152951409732635&token=cloud3&sig=LBiVNrSZheM2lfcXRTnVDNO0X%2Fo%3D', '百度网盘': 'http://pan.baidu.com/s/1eSh3SqQ'}"
14177,《黄鸟》,百度网盘密码：ukjy     ,{'百度网盘密码': 'ukjy'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22946946-5f122f/', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498538431150&sk=6065D28083473231C78F3884E226D7DC&ufi=7149121552802294&token=cloud16&sig=CHuoiTgQx2mgJh01TZ%2BYGM%2BIF8o%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498538431155&sk=6065D28083473231C78F3884E226D7DC&ufi=6149821535648187&token=cloud16&sig=0R2mPSzqNOaixdH3y6Yy4InXwmo%3D', '百度网盘': 'http://pan.baidu.com/s/1sl79pLz'}"
12602,《它（全2册）》,百度网盘密码：78it     ,{'百度网盘密码': '78it'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498196936910&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2149121475446752&token=cloud4&sig=Bd3BqGAdGeYd9wqkk%2FRqBYATGco%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498196936925&sk=6065D28083473231C78F3884E226D7DC&ufi=7149821473814000&token=cloud16&sig=Q9g55orLEFwiJvG%2FM%2BFdhmve%2BKM%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498196936916&sk=6065D28083473231C78F3884E226D7DC&ufi=2149121475446394&token=cloud16&sig=HsJL1%2B2lu1ounVp7fvQHbpiy7rk%3D', '百度网盘': 'http://pan.baidu.com/s/1pLlWXcR'}"
